date,net_cash,cash_balance,transaction_count,cash_inflow,cash_outflow
2025-04-04,37118.87,9257589.635169342,4.0,37118.87,0.0
2025-04-05,32873.19,9290462.825169342,2.0,32873.19,0.0
2025-04-06,0.0,9295125.155169342,0.0,0.0,0.0
2025-04-07,29153.84,9299787.485169342,5.0,29153.84,0.0
2025-04-08,39641.32,9359257.985169344,4.0,39641.32,0.0
2025-04-09,46618.83,9405876.815169344,4.0,46618.83,0.0
2025-04-10,44313.02,9427937.745169343,6.0,44313.02,0.0
2025-04-11,9486.23,9459676.065169346,1.0,9486.23,0.0
2025-04-12,0.0,9469025.860169344,0.0,0.0,0.0
2025-04-13,18699.59,9478375.655169344,3.0,18699.59,0.0
2025-04-14,15975.98,9492005.505169343,3.0,15975.98,0.0
2025-04-15,34326.86858515667,9528678.503754502,5.0,34326.86858515667,0.0
2025-04-16,14181.44,9542859.943754502,2.0,14181.44,0.0
2025-04-17,1976.19,9544836.1337545,1.0,1976.19,0.0
2025-04-18,15308.22,9560144.3537545,3.0,15308.22,0.0
2025-04-19,14907.99,9575052.3437545,2.0,14907.99,0.0
2025-04-20,-30297.57727251608,9544754.766481984,3.0,0.0,30297.57727251608
2025-04-21,14898.4,9559653.16648198,3.0,14898.4,0.0
2025-04-22,42017.27,9583281.24648198,4.0,42017.27,0.0
2025-04-23,9046.28,9610716.71648198,2.0,9046.28,0.0
2025-04-24,16812.1,9627528.81648198,2.0,16812.1,0.0
2025-04-25,24682.98,9652211.796481982,2.0,24682.98,0.0
2025-04-26,35164.65,9659554.126481982,3.0,35164.65,0.0
2025-04-27,29913.410000000003,9717289.85648198,3.0,29913.410000000003,0.0
2025-04-28,5291.160000000003,9722581.01648198,4.0,5291.160000000003,0.0
2025-04-29,3332.6,9725913.61648198,1.0,3332.6,0.0
2025-04-30,18986.01,9734312.33648198,2.0,18986.01,0.0
2025-05-01,-205920.0,9538979.62648198,1.0,0.0,205920.0
2025-05-02,0.0,9545652.49648198,0.0,0.0,0.0
2025-05-03,13345.74,9552325.36648198,3.0,13345.74,0.0
2025-05-04,9048.56,9561373.92648198,2.0,9048.56,0.0
2025-05-05,25676.67,9579992.83648198,3.0,25676.67,0.0
2025-05-06,13114.35,9594368.90648198,2.0,13114.35,0.0
2025-05-07,2563.71,9602728.65648198,1.0,2563.71,0.0
2025-05-08,23987.45,9626716.106481982,2.0,23987.45,0.0
2025-05-09,16429.16,9643145.266481984,2.0,16429.16,0.0
2025-05-10,8733.8,9651879.066481983,1.0,8733.8,0.0
2025-05-11,16100.13,9667979.196481984,1.0,16100.13,0.0
2025-05-12,28774.63,9674820.236481983,5.0,28774.63,0.0
2025-05-13,0.0,9702033.471481984,0.0,0.0,0.0
2025-05-14,32492.88,9729246.706481982,3.0,32492.88,0.0
2025-05-15,18511.82691822492,9747758.533400206,4.0,18511.82691822492,0.0
2025-05-16,24440.54,9756658.153400203,2.0,24440.54,0.0
2025-05-17,32171.9,9804370.973400204,4.0,32171.9,0.0
2025-05-18,24854.16,9829225.133400207,3.0,24854.16,0.0
2025-05-19,12660.49,9841885.623400208,2.0,12660.49,0.0
2025-05-20,-3286.256733061788,9844864.543400208,3.0,0.0,3286.256733061788
2025-05-21,4582.69,9843182.056667143,1.0,4582.69,0.0
2025-05-22,44411.07,9879304.886667144,7.0,44411.07,0.0
2025-05-23,6075.929999999999,9893669.056667143,2.0,6075.929999999999,0.0
2025-05-24,44394.54,9938063.596667144,4.0,44394.54,0.0
2025-05-25,16412.72,9947142.876667144,2.0,16412.72,0.0
2025-05-26,36388.55,9968714.766667144,3.0,36388.55,0.0
2025-05-27,38365.53,10008075.716667142,3.0,38365.53,0.0
2025-05-28,951.0400000000012,10030181.436667142,5.0,951.0400000000012,0.0
2025-05-29,31158.83,10061340.266667144,2.0,31158.83,0.0
2025-05-30,0.0,10065855.521667143,0.0,0.0,0.0
2025-05-31,9030.51,10070370.776667142,1.0,9030.51,0.0
2025-06-01,78256.59,10112213.556667142,8.0,78256.59,0.0
2025-06-02,-173410.28,10171271.856667142,5.0,0.0,173410.28
2025-06-03,47218.72,10022435.806667143,5.0,47218.72,0.0
2025-06-04,6734.63,10029170.436667144,1.0,6734.63,0.0
2025-06-05,36574.82,10051136.196667144,4.0,36574.82,0.0
2025-06-06,2967.52,10068712.776667144,1.0,2967.52,0.0
2025-06-07,53885.490000000005,10122598.266667144,6.0,53885.490000000005,0.0
2025-06-08,12749.080000000002,10135347.346667144,2.0,12749.080000000002,0.0
2025-06-09,36841.29,10147835.90666714,5.0,36841.29,0.0
2025-06-10,31915.34,10204103.976667142,4.0,31915.34,0.0
2025-06-11,31792.68,10235896.65666714,4.0,31792.68,0.0
2025-06-12,0.0,10243923.95666714,0.0,0.0,0.0
2025-06-13,29848.53,10251951.25666714,2.0,29848.53,0.0
2025-06-14,7552.11,10273297.29666714,2.0,7552.11,0.0
2025-06-15,3076.3178675870704,10276373.614534728,2.0,3076.3178675870704,0.0
2025-06-16,21766.69,10298140.30453473,2.0,21766.69,0.0
2025-06-17,10349.24,10308489.54453473,1.0,10349.24,0.0
2025-06-18,17787.93,10317570.32453473,2.0,17787.93,0.0
2025-06-19,36201.16169709557,10362478.636231825,6.0,36201.16169709557,0.0
2025-06-20,14081.13,10376559.766231826,1.0,14081.13,0.0
2025-06-21,27730.6,10404290.366231823,3.0,27730.6,0.0
2025-06-22,10075.11,10414365.476231826,3.0,10075.11,0.0
2025-06-23,16940.59,10431306.066231826,1.0,16940.59,0.0
2025-06-24,14318.98,10435288.156231826,3.0,14318.98,0.0
2025-06-25,60342.83,10505967.876231823,5.0,60342.83,0.0
2025-06-26,5394.85,10510443.136231825,2.0,5394.85,0.0
2025-06-27,11200.02,10522562.746231824,2.0,11200.02,0.0
2025-06-28,-11874.83,10510687.916231824,2.0,0.0,11874.83
2025-06-29,14576.91,10525264.826231824,1.0,14576.91,0.0
2025-06-30,31280.38,10556545.206231823,3.0,31280.38,0.0
2025-07-01,-164189.83,10584463.846231822,6.0,0.0,164189.83
2025-07-02,2102.29,10394457.66623182,1.0,2102.29,0.0
2025-07-03,48591.26,10443048.92623182,4.0,48591.26,0.0
2025-07-04,44240.54,10457956.60623182,4.0,44240.54,0.0
2025-07-05,6213.69,10493503.15623182,1.0,6213.69,0.0
2025-07-06,4881.88,10498385.03623182,1.0,4881.88,0.0
2025-07-07,14922.32,10513307.356231822,1.0,14922.32,0.0
2025-07-08,6159.48,10519466.836231822,1.0,6159.48,0.0
2025-07-09,25491.98,10532245.986231824,6.0,25491.98,0.0
2025-07-10,30693.63,10575652.446231822,5.0,30693.63,0.0
2025-07-11,23458.83,10586203.316231824,3.0,23458.83,0.0
2025-07-12,18025.01,10605400.796231825,3.0,18025.01,0.0
2025-07-13,8577.98,10625714.266231824,1.0,8577.98,0.0
2025-07-14,2083.34,10627797.606231824,1.0,2083.34,0.0
2025-07-15,33866.272287245345,10661663.878519068,4.0,33866.272287245345,0.0
2025-07-16,17525.16,10679189.038519068,1.0,17525.16,0.0
2025-07-17,2245.82,10681434.858519068,1.0,2245.82,0.0
2025-07-18,6712.83,10683180.418519069,3.0,6712.83,0.0
2025-07-19,6549.27,10694696.958519068,1.0,6549.27,0.0
2025-07-20,-23011.44890086053,10671685.509618208,4.0,0.0,23011.44890086053
2025-07-21,12225.72,10683911.229618208,2.0,12225.72,0.0
2025-07-22,14398.88,10698310.10961821,2.0,14398.88,0.0
2025-07-23,19516.17,10707294.15961821,2.0,19516.17,0.0
2025-07-24,21626.07,10739452.34961821,2.0,21626.07,0.0
2025-07-25,20323.9,10759776.24961821,3.0,20323.9,0.0
2025-07-26,16643.46,10776419.709618209,3.0,16643.46,0.0
2025-07-27,10283.6,10786703.309618209,1.0,10283.6,0.0
2025-07-28,25028.28,10786883.93961821,5.0,25028.28,0.0
2025-07-29,0.0,10808438.04961821,0.0,0.0,0.0
2025-07-30,18260.57,10829992.15961821,3.0,18260.57,0.0
2025-07-31,10115.29,10840107.44961821,2.0,10115.29,0.0
2025-08-01,-196368.56,10634187.44961821,2.0,0.0,196368.56
2025-08-02,12321.24,10656060.129618209,1.0,12321.24,0.0
2025-08-03,23455.22,10679515.349618208,2.0,23455.22,0.0
2025-08-04,9240.55,10688755.899618208,2.0,9240.55,0.0
2025-08-05,5773.1,10694528.999618208,1.0,5773.1,0.0
2025-08-06,16138.37,10710667.369618207,1.0,16138.37,0.0
2025-08-07,0.0,10716979.779618207,0.0,0.0,0.0
2025-08-08,12624.82,10723292.189618208,1.0,12624.82,0.0
2025-08-09,29898.51,10753190.699618207,2.0,29898.51,0.0
2025-08-10,28913.4,10765139.959618209,4.0,28913.4,0.0
2025-08-11,22540.73,10804644.829618206,2.0,22540.73,0.0
2025-08-12,11398.17,10816042.999618206,1.0,11398.17,0.0
2025-08-13,14895.71,10830938.709618203,2.0,14895.71,0.0
2025-08-14,36184.79,10849383.949618204,4.0,36184.79,0.0
2025-08-15,31930.900567488323,10899054.400185697,6.0,31930.900567488323,0.0
2025-08-16,1520.29,10900574.690185694,1.0,1520.29,0.0
2025-08-17,15923.39,10916498.080185696,1.0,15923.39,0.0
2025-08-18,36851.89669048722,10953349.97687618,5.0,36851.89669048722,0.0
2025-08-19,21288.11,10963785.02687618,3.0,21288.11,0.0
2025-08-20,10267.13,10984905.216876185,1.0,10267.13,0.0
2025-08-21,17926.16,10986840.876876185,2.0,17926.16,0.0
2025-08-22,31202.07,11034033.446876183,2.0,31202.07,0.0
2025-08-23,16308.78,11050342.226876182,3.0,16308.78,0.0
2025-08-24,0.0,11057636.871876182,0.0,0.0,0.0
2025-08-25,14589.29,11064931.516876182,2.0,14589.29,0.0
2025-08-26,7091.46,11072022.976876182,1.0,7091.46,0.0
2025-08-27,11603.66,11077596.176876182,2.0,11603.66,0.0
2025-08-28,-18720.0,11064906.636876184,1.0,0.0,18720.0
2025-08-29,6724.39,11071631.026876183,1.0,6724.39,0.0
2025-08-30,0.0,11075786.521876182,0.0,0.0,0.0
2025-08-31,8310.99,11079942.016876183,1.0,8310.99,0.0
2025-09-01,-160370.61,10919571.406876186,5.0,0.0,160370.61
2025-09-02,12679.13,10932250.536876189,1.0,12679.13,0.0
2025-09-03,19412.74,10941203.116876189,2.0,19412.74,0.0
2025-09-04,6745.25,10958408.526876189,1.0,6745.25,0.0
2025-09-05,6693.84,10965102.366876189,2.0,6693.84,0.0
2025-09-06,46892.05,11011994.416876188,3.0,46892.05,0.0
2025-09-07,10134.2,11022128.616876189,2.0,10134.2,0.0
2025-09-08,12655.61,11026936.126876188,3.0,12655.61,0.0
2025-09-09,0.0,11034719.056876188,0.0,0.0,0.0
2025-09-10,7717.76,11042501.986876188,2.0,7717.76,0.0
2025-09-11,17804.48,11060306.466876186,2.0,17804.48,0.0
2025-09-12,8863.83,11069170.296876188,1.0,8863.83,0.0
2025-09-13,23265.64,11076186.316876186,3.0,23265.64,0.0
2025-09-14,7267.8,11099703.736876188,1.0,7267.8,0.0
2025-09-15,6281.283824441478,11110626.156876188,2.0,6281.283824441478,0.0
2025-09-16,4653.63,11110638.65070063,1.0,4653.63,0.0
2025-09-17,-2755.282765952623,11107883.367934678,1.0,0.0,2755.282765952623
2025-09-18,23412.9,11131296.267934678,3.0,23412.9,0.0
2025-09-19,35495.03,11166791.297934676,2.0,35495.03,0.0
2025-09-20,4219.49,11171010.787934678,1.0,4219.49,0.0
2025-09-21,3378.59,11174389.377934678,1.0,3378.59,0.0
2025-09-22,12427.88,11186817.257934678,1.0,12427.88,0.0
2025-09-23,2696.59,11189513.847934678,1.0,2696.59,0.0
2025-09-24,29186.93,11206619.74793468,2.0,29186.93,0.0
2025-09-25,54713.97,11273414.74793468,7.0,54713.97,0.0
2025-09-26,20313.48,11289129.517934678,3.0,20313.48,0.0
2025-09-27,37613.89,11331342.117934678,5.0,37613.89,0.0
2025-09-28,-582.5599999999977,11324313.147934675,3.0,0.0,582.5599999999977
2025-09-29,1503.84,11332263.397934675,1.0,1503.84,0.0
2025-09-30,15182.31,11336704.127934678,2.0,15182.31,0.0
2025-10-01,-189072.32,11158373.387934675,5.0,0.0,189072.32
2025-10-02,45419.42,11203792.807934675,4.0,45419.42,0.0
2025-10-03,22468.22,11217735.437934678,2.0,22468.22,0.0
2025-10-04,7663.22,11233924.24793468,1.0,7663.22,0.0
2025-10-05,0.0,11240292.26793468,0.0,0.0,0.0
2025-10-06,12736.04,11246660.28793468,2.0,12736.04,0.0
2025-10-07,14244.34,11260904.62793468,2.0,14244.34,0.0
2025-10-08,34267.369999999995,11295171.99793468,2.0,34267.369999999995,0.0
2025-10-09,38912.85,11304369.25793468,4.0,38912.85,0.0
2025-10-10,10676.38,11344761.22793468,2.0,10676.38,0.0
2025-10-11,5829.0,11350590.22793468,1.0,5829.0,0.0
2025-10-12,18485.12,11369075.347934678,3.0,18485.12,0.0
2025-10-13,37582.55,11395098.007934678,3.0,37582.55,0.0
2025-10-14,31040.75,11423452.70793468,2.0,31040.75,0.0
2025-10-15,31267.717815563872,11468966.365750244,4.0,31267.717815563872,0.0
2025-10-16,29729.38,11498695.745750245,2.0,29729.38,0.0
2025-10-17,25814.28,11503785.425750244,3.0,25814.28,0.0
2025-10-18,26253.36,11550763.385750243,3.0,26253.36,0.0
2025-10-19,48230.75,11583168.305750243,4.0,48230.75,0.0
2025-10-20,-31405.22405624012,11601898.345750246,3.0,0.0,31405.22405624012
2025-10-21,28704.62,11578317.621694006,2.0,28704.62,0.0
2025-10-22,11951.3,11608244.831694003,2.0,11951.3,0.0
2025-10-23,29623.46,11637868.291694006,4.0,29623.46,0.0
2025-10-24,6917.56,11644785.851694006,1.0,6917.56,0.0
2025-10-25,18440.800000000003,11646206.181694008,3.0,18440.800000000003,0.0
2025-10-26,5356.22,11668582.871694008,1.0,5356.22,0.0
2025-10-27,29277.9,11697860.771694008,3.0,29277.9,0.0
2025-10-28,-18720.0,11679140.771694008,1.0,0.0,18720.0
2025-10-29,27117.39,11706258.16169401,3.0,27117.39,0.0
2025-10-30,35101.96,11728164.34169401,5.0,35101.96,0.0
2025-10-31,0.0,11744098.036694009,0.0,0.0,0.0
2025-11-01,18671.61,11760031.73169401,3.0,18671.61,0.0
2025-11-02,23339.73,11783371.46169401,2.0,23339.73,0.0
2025-11-03,-164122.88,11619248.58169401,7.0,0.0,164122.88
2025-11-04,10003.19,11629251.77169401,2.0,10003.19,0.0
2025-11-05,3872.67,11633124.44169401,1.0,3872.67,0.0
2025-11-06,35834.45,11649839.27169401,4.0,35834.45,0.0
2025-11-07,13334.7,11682293.591694009,1.0,13334.7,0.0
2025-11-08,26491.85,11708785.44169401,3.0,26491.85,0.0
2025-11-09,51898.49,11738529.91169401,4.0,51898.49,0.0
2025-11-10,7333.61,11768017.54169401,1.0,7333.61,0.0
2025-11-11,27298.68,11795316.221694011,3.0,27298.68,0.0
2025-11-12,45003.84,11830351.891694011,4.0,45003.84,0.0
2025-11-13,33989.020000000004,11857524.03169401,4.0,33989.020000000004,0.0
2025-11-14,15311.55,11889620.63169401,3.0,15311.55,0.0
2025-11-15,26881.80368259089,11916502.4353766,4.0,26881.80368259089,0.0
2025-11-16,18776.71810346823,11926263.5353766,5.0,18776.71810346823,0.0
2025-11-17,20342.16,11955621.31348007,2.0,20342.16,0.0
2025-11-18,22991.92,11978613.233480072,3.0,22991.92,0.0
2025-11-19,0.0,11988206.788480071,0.0,0.0,0.0
2025-11-20,20402.36,11997800.343480073,4.0,20402.36,0.0
2025-11-21,29246.19,12013910.053480072,4.0,29246.19,0.0
2025-11-22,16410.86,12044672.64348007,2.0,16410.86,0.0
2025-11-23,23250.82,12067923.46348007,2.0,23250.82,0.0
2025-11-24,37147.13,12105070.59348007,4.0,37147.13,0.0
2025-11-25,31459.78,12112920.75348007,4.0,31459.78,0.0
2025-11-26,24285.68,12160816.05348007,2.0,24285.68,0.0
2025-11-27,36600.02,12197416.07348007,3.0,36600.02,0.0
2025-11-28,26242.53,12227199.023480069,6.0,26242.53,0.0
2025-11-29,16388.51,12240047.11348007,3.0,16388.51,0.0
2025-11-30,25326.21,12257944.94348007,4.0,25326.21,0.0
2025-12-01,-185459.22,12065537.883480072,4.0,0.0,185459.22
2025-12-02,37345.48,12117259.583480071,3.0,37345.48,0.0
2025-12-03,5033.11,12122292.69348007,1.0,5033.11,0.0
2025-12-04,0.0,12123884.85848007,0.0,0.0,0.0
2025-12-05,80176.63,12125477.02348007,8.0,80176.63,0.0
2025-12-06,4723.950000000001,12207193.27348007,2.0,4723.950000000001,0.0
2025-12-07,72216.9,12236384.573480071,5.0,72216.9,0.0
2025-12-08,14784.54,12294194.713480074,2.0,14784.54,0.0
2025-12-09,5314.9,12299509.613480074,1.0,5314.9,0.0
2025-12-10,0.0,12302739.403480075,0.0,0.0,0.0
2025-12-11,6459.58,12305969.193480074,3.0,6459.58,0.0
2025-12-12,21498.29,12319685.943480074,3.0,21498.29,0.0
2025-12-13,8672.97,12329568.303480074,2.0,8672.97,0.0
2025-12-14,43695.09,12379835.543480074,4.0,43695.09,0.0
2025-12-15,-2548.139220689852,12377287.404259384,1.0,0.0,2548.139220689852
2025-12-16,6157.123026987324,12383444.527286371,3.0,6157.123026987324,0.0
2025-12-17,20836.26,12388825.237286372,3.0,20836.26,0.0
2025-12-18,10137.75,12414418.537286373,2.0,10137.75,0.0
2025-12-19,0.0,12425810.467286373,0.0,0.0,0.0
2025-12-20,22783.86,12437202.397286372,3.0,22783.86,0.0
2025-12-21,1855.95,12439058.347286372,1.0,1855.95,0.0
2025-12-22,8659.1,12447717.447286371,1.0,8659.1,0.0
2025-12-23,53598.28,12478227.98728637,4.0,53598.28,0.0
2025-12-24,61624.72,12562940.447286371,7.0,61624.72,0.0
2025-12-25,37577.07,12578309.767286371,4.0,37577.07,0.0
2025-12-26,47848.78,12648366.297286369,5.0,47848.78,0.0
2025-12-27,9226.07,12657592.36728637,1.0,9226.07,0.0
2025-12-28,8050.869999999999,12671007.00728637,3.0,8050.869999999999,0.0
2025-12-29,46096.41,12711739.64728637,5.0,46096.41,0.0
2025-12-30,0.0,12731785.267286371,0.0,0.0,0.0
2025-12-31,40091.24,12751830.88728637,4.0,40091.24,0.0
2026-01-01,7790.12,12759621.00728637,1.0,7790.12,0.0
2026-01-02,1500.05,12761121.05728637,1.0,1500.05,0.0
2026-01-03,34284.18,12795405.237286368,4.0,34284.18,0.0
2026-01-04,28914.88,12824320.11728637,3.0,28914.88,0.0
2026-01-05,10444.13,12834764.24728637,2.0,10444.13,0.0
2026-01-06,29318.02,12839314.91728637,3.0,29318.02,0.0
2026-01-07,0.0,12856618.582286367,0.0,0.0,0.0
2026-01-08,9839.98,12873922.24728637,2.0,9839.98,0.0
2026-01-09,9797.84,12883720.08728637,1.0,9797.84,0.0
2026-01-10,15414.23,12899134.31728637,1.0,15414.23,0.0
2026-01-11,6942.75,12906077.06728637,1.0,6942.75,0.0
2026-01-12,12104.28,12918181.34728637,2.0,12104.28,0.0
2026-01-13,26907.68,12933477.72728637,2.0,26907.68,0.0
2026-01-14,27603.99,12972693.017286371,3.0,27603.99,0.0
2026-01-15,4753.55,12977446.567286372,1.0,4753.55,0.0
2026-01-16,18041.22,12995487.787286373,3.0,18041.22,0.0
2026-01-17,1736.98,12997224.767286371,1.0,1736.98,0.0
2026-01-18,11766.55,13008991.317286372,1.0,11766.55,0.0
2026-01-19,25096.73,13015395.937286371,3.0,25096.73,0.0
2026-01-20,33455.06,13067543.107286371,3.0,33455.06,0.0
2026-01-21,14276.669999999998,13081819.777286371,2.0,14276.669999999998,0.0
2026-01-22,18000.75,13099820.527286371,2.0,18000.75,0.0
2026-01-23,5879.26,13105699.787286373,1.0,5879.26,0.0
2026-01-24,10281.99,13115981.777286371,1.0,10281.99,0.0
2026-01-25,11557.61,13127539.38728637,1.0,11557.61,0.0
2026-01-26,5512.19,13133051.57728637,1.0,5512.19,0.0
2026-01-27,0.0,13135173.250619704,0.0,0.0,0.0
2026-01-28,0.0,13137294.923953036,0.0,0.0,0.0
2026-01-29,6365.02,13139416.59728637,1.0,6365.02,0.0
2026-01-30,0.0,13143759.87228637,0.0,0.0,0.0
2026-01-31,0.0,13148103.14728637,0.0,0.0,0.0
2026-02-01,0.0,13152446.422286369,0.0,0.0,0.0
2026-02-02,17373.1,13156789.69728637,1.0,17373.1,0.0
2026-02-03,0.0,13164967.137286369,0.0,0.0,0.0
2026-02-04,0.0,13173144.57728637,0.0,0.0,0.0
2026-02-05,24532.32,13181322.01728637,2.0,24532.32,0.0
2026-02-06,3202.93,13184524.94728637,1.0,3202.93,0.0
2026-02-07,21285.37,13205810.317286368,2.0,21285.37,0.0
2026-02-08,11221.95,13217032.267286368,1.0,11221.95,0.0
2026-02-09,0.0,13225753.947286367,0.0,0.0,0.0
2026-02-10,17443.36,13234475.627286367,1.0,17443.36,0.0
2026-02-11,0.0,13238837.602286369,0.0,0.0,0.0
2026-02-12,0.0,13243199.577286366,0.0,0.0,0.0
2026-02-13,0.0,13247561.552286368,0.0,0.0,0.0
2026-02-14,17447.9,13251923.527286367,1.0,17447.9,0.0
2026-02-15,0.0,13259409.987286368,0.0,0.0,0.0
2026-02-16,14972.92,13266896.447286367,1.0,14972.92,0.0
2026-02-17,0.0,13268527.004786368,0.0,0.0,0.0
2026-02-18,0.0,13270157.562286368,0.0,0.0,0.0
2026-02-19,0.0,13271788.119786369,0.0,0.0,0.0
2026-02-20,0.0,13273418.677286368,0.0,0.0,0.0
2026-02-21,0.0,13275049.234786369,0.0,0.0,0.0
2026-02-22,0.0,13276679.792286368,0.0,0.0,0.0
2026-02-23,0.0,13278310.349786367,0.0,0.0,0.0
2026-02-24,13044.46,13279940.907286368,1.0,13044.46,0.0
2026-02-25,0.0,13286165.282286368,0.0,0.0,0.0
2026-02-26,12448.75,13292389.657286368,1.0,12448.75,0.0
